regime,T,rep,family,degree,eps,far_e990,eff_e990,tau_e990,far_e995,eff_e995,tau_e995,far_e999,eff_e999,tau_e999,eff_f001,eff_f010,eff_fixed,far_fixed,cos_C,notes
clean,200,0,band_inverse,32.0,0.0004247940677551889,0.012345679012345678,1.0,0.3068304992892662,0.012345679012345678,1.0,0.3068304992892662,0.012345679012345678,1.0,0.3068304992892662,0.5,0.5,1.0,0.012345679012345678,0.9997467531290511,
clean,200,0,band_inverse,36.0,0.0004247940677551889,0.012345679012345678,1.0,0.3119012932904306,0.012345679012345678,1.0,0.3119012932904306,0.012345679012345678,1.0,0.3119012932904306,0.5,0.5,1.0,0.012345679012345678,0.9996866826435337,
clean,200,0,band_inverse,40.0,0.0004247940677551889,0.012345679012345678,1.0,0.31566410523162153,0.012345679012345678,1.0,0.31566410523162153,0.012345679012345678,1.0,0.31566410523162153,0.5,0.5,1.0,0.012345679012345678,0.9995772557055903,
clean,200,0,band_inverse,44.0,0.0004247940677551889,0.012345679012345678,1.0,0.31310812459302745,0.012345679012345678,1.0,0.31310812459302745,0.012345679012345678,1.0,0.31310812459302745,0.5,0.5,1.0,0.012345679012345678,0.9996225566477207,
clean,200,0,band_inverse,48.0,0.0004247940677551889,0.012345679012345678,1.0,0.3119316928775982,0.012345679012345678,1.0,0.3119316928775982,0.012345679012345678,1.0,0.3119316928775982,0.5,0.5,1.0,0.012345679012345678,0.9997282097935704,
clean,200,0,band_inverse,52.0,0.0004247940677551889,0.012345679012345678,1.0,0.31004399977572,0.012345679012345678,1.0,0.31004399977572,0.012345679012345678,1.0,0.31004399977572,0.5,0.5,1.0,0.012345679012345678,0.9997222195554268,
clean,200,0,band_inverse,64.0,0.0004247940677551889,0.012345679012345678,1.0,0.3109441689758647,0.012345679012345678,1.0,0.3109441689758647,0.012345679012345678,1.0,0.3109441689758647,0.5,0.5,1.0,0.012345679012345678,0.9996730120540872,
clean,200,0,band_inverse,68.0,0.0004247940677551889,0.012345679012345678,1.0,0.3105733010616417,0.012345679012345678,1.0,0.3105733010616417,0.012345679012345678,1.0,0.3105733010616417,0.5,0.5,1.0,0.012345679012345678,0.9996750985750236,
clean,200,0,sharp_comb,80.0,0.0004247940677551889,0.0,1.0,0.3435765881964579,0.0,1.0,0.3435765881964579,0.0,1.0,0.3435765881964579,1.0,1.0,1.0,0.0,0.9999346570525544,
clean,200,0,sharp_comb,84.0,0.0004247940677551889,0.0,1.0,0.34269904648184657,0.0,1.0,0.34269904648184657,0.0,1.0,0.34269904648184657,1.0,1.0,1.0,0.0,0.9999718363532583,
clean,200,0,sharp_comb,120.0,0.0004247940677551889,0.0,1.0,0.3608452770393355,0.0,1.0,0.3608452770393355,0.0,1.0,0.3608452770393355,1.0,1.0,1.0,0.0,0.999998217310674,
clean,200,0,sharp_comb,124.0,0.0004247940677551889,0.0,1.0,0.36086375514449004,0.0,1.0,0.36086375514449004,0.0,1.0,0.36086375514449004,1.0,1.0,1.0,0.0,0.9999983717447689,
clean,200,0,normalized_half_comb,12.0,0.0004247940677551889,0.012345679012345678,1.0,0.1554723497112231,0.012345679012345678,1.0,0.1554723497112231,0.012345679012345678,1.0,0.1554723497112231,0.5,0.5,0.5,0.024390243902439025,0.8949624029855063,
clean,200,0,normalized_half_comb,16.0,0.0004247940677551889,0.012345679012345678,1.0,0.17103308443375737,0.012345679012345678,1.0,0.17103308443375737,0.012345679012345678,1.0,0.17103308443375737,0.5,0.5,0.5,0.024390243902439025,0.8972130442622456,
clean,200,0,normalized_half_comb,20.0,0.0004247940677551889,0.0,1.0,0.0722664459809988,0.0,1.0,0.0722664459809988,0.0,1.0,0.0722664459809988,1.0,1.0,0.5,0.0,0.8397502494675967,
clean,200,0,normalized_half_comb,24.0,0.0004247940677551889,0.012345679012345678,1.0,0.05383999724680008,0.012345679012345678,1.0,0.05383999724680008,0.012345679012345678,1.0,0.05383999724680008,0.5,0.5,0.5,0.0,0.7771006866655904,
clean,200,0,normalized_half_comb,28.0,0.0004247940677551889,0.0,1.0,0.08177808870064127,0.0,1.0,0.08177808870064127,0.0,1.0,0.08177808870064127,1.0,1.0,0.5,0.0,0.8506937622712019,
clean,200,0,normalized_half_comb,32.0,0.0004247940677551889,0.0,1.0,0.13585882467273408,0.0,1.0,0.13585882467273408,0.0,1.0,0.13585882467273408,1.0,1.0,0.5,0.0,0.9590049720761071,
clean,200,0,normalized_half_comb,36.0,0.0004247940677551889,0.0,1.0,0.1274139351526866,0.0,1.0,0.1274139351526866,0.0,1.0,0.1274139351526866,1.0,1.0,0.5,0.0,0.9447076980632341,
clean,200,0,normalized_half_comb,40.0,0.0004247940677551889,0.0,1.0,0.13473471897188827,0.0,1.0,0.13473471897188827,0.0,1.0,0.13473471897188827,1.0,1.0,0.5,0.0,0.9562185712535237,
clean,200,0,normalized_half_comb,44.0,0.0004247940677551889,0.0,1.0,0.13736038388415453,0.0,1.0,0.13736038388415453,0.0,1.0,0.13736038388415453,1.0,1.0,0.5,0.0,0.9599035289860246,
clean,200,0,fitted_binned,,0.0004247940677551889,0.0,1.0,0.8661694480104074,0.0,1.0,0.8661694480104074,0.0,1.0,0.8661694480104074,1.0,1.0,1.0,0.0,0.999999999999999,mu=0.003 nb=164
clean,200,0,fitted_ridge,20.0,0.0004247940677551889,0.0,1.0,0.2482522009734744,0.0,1.0,0.2482522009734744,0.0,1.0,0.2482522009734744,1.0,1.0,0.5,0.0,0.9953383744665744,mu=0.003
clean,200,0,fitted_ridge,24.0,0.0004247940677551889,0.0,1.0,0.23884598055724057,0.0,1.0,0.23884598055724057,0.0,1.0,0.23884598055724057,1.0,1.0,0.5,0.0,0.9958720158061497,mu=0.003
clean,200,0,fitted_ridge,28.0,0.0004247940677551889,0.0,1.0,0.2768939990236402,0.0,1.0,0.2768939990236402,0.0,1.0,0.2768939990236402,1.0,1.0,0.5,0.0,0.9960105877845001,mu=0.003
clean,200,0,fitted_ridge,32.0,0.0004247940677551889,0.0,1.0,0.3390625789641319,0.0,1.0,0.3390625789641319,0.0,1.0,0.3390625789641319,1.0,1.0,0.5,0.0,0.9960097597355796,mu=0.003
clean,200,0,fitted_ridge,40.0,0.0004247940677551889,0.0,1.0,0.3158384851400534,0.0,1.0,0.3158384851400534,0.0,1.0,0.3158384851400534,1.0,1.0,0.5,0.0,0.9970821617762874,mu=0.003
clean,200,0,fitted_ridge,44.0,0.0004247940677551889,0.0,1.0,0.3041630380985418,0.0,1.0,0.3041630380985418,0.0,1.0,0.3041630380985418,1.0,1.0,0.5,0.0,0.9973514278573512,mu=0.003
clean,200,1,classical_invA,,0.0004247940677551889,0.0,1.0,0.3636363636363642,0.0,1.0,0.3636363636363642,0.0,1.0,0.3636363636363642,1.0,1.0,1.0,0.0,0.9999999999999996,
clean,200,1,1bqf_cos,1.0,0.0004247940677551889,0.0,1.0,0.4958849304736624,0.0,1.0,0.4958849304736624,0.0,1.0,0.4958849304736624,1.0,1.0,1.0,0.0,0.9996655136949466,
clean,200,1,comb_prod,8.0,0.0004247940677551889,0.0,1.0,0.14983194331115268,0.0,1.0,0.14983194331115268,0.0,1.0,0.14983194331115268,1.0,1.0,0.5,0.0,0.9983562590414643,
clean,200,1,comb_prod,12.0,0.0004247940677551889,0.0,1.0,0.25986385114212623,0.0,1.0,0.25986385114212623,0.0,1.0,0.25986385114212623,1.0,1.0,1.0,0.0,0.9999952942101279,
clean,200,1,comb_prod,16.0,0.0004247940677551889,0.0,1.0,0.2921160802126149,0.0,1.0,0.2921160802126149,0.0,1.0,0.2921160802126149,1.0,1.0,1.0,0.0,0.9997694993195552,
clean,200,1,comb_prod,20.0,0.0004247940677551889,0.0,1.0,0.3014544402153997,0.0,1.0,0.3014544402153997,0.0,1.0,0.3014544402153997,1.0,1.0,1.0,0.0,0.9997870759678316,
clean,200,1,comb_prod,24.0,0.0004247940677551889,0.0,1.0,0.3361540562963339,0.0,1.0,0.3361540562963339,0.0,1.0,0.3361540562963339,1.0,1.0,1.0,0.0,0.9999826447205407,
clean,200,1,comb_prod,28.0,0.0004247940677551889,0.0,1.0,0.3497970009296172,0.0,1.0,0.3497970009296172,0.0,1.0,0.3497970009296172,1.0,1.0,1.0,0.0,0.9999691472682297,
clean,200,1,comb_prod,32.0,0.0004247940677551889,0.0,1.0,0.35136332877249105,0.0,1.0,0.35136332877249105,0.0,1.0,0.35136332877249105,1.0,1.0,1.0,0.0,0.9999800716010117,
clean,200,1,comb_prod,36.0,0.0004247940677551889,0.0,1.0,0.35661354236184667,0.0,1.0,0.35661354236184667,0.0,1.0,0.35661354236184667,1.0,1.0,1.0,0.0,0.9999991417742182,
clean,200,1,comb_prod,40.0,0.0004247940677551889,0.0,1.0,0.3605863287863949,0.0,1.0,0.3605863287863949,0.0,1.0,0.3605863287863949,1.0,1.0,1.0,0.0,0.9999990874149073,
clean,200,1,comb_prod,44.0,0.0004247940677551889,0.0,1.0,0.3610536718105759,0.0,1.0,0.3610536718105759,0.0,1.0,0.3610536718105759,1.0,1.0,1.0,0.0,0.9999994237584429,
clean,200,1,comb_prod,48.0,0.0004247940677551889,0.0,1.0,0.36131293223595723,0.0,1.0,0.36131293223595723,0.0,1.0,0.36131293223595723,1.0,1.0,1.0,0.0,0.9999999461200858,
clean,200,1,comb_prod,52.0,0.0004247940677551889,0.0,1.0,0.36212958170587195,0.0,1.0,0.36212958170587195,0.0,1.0,0.36212958170587195,1.0,1.0,1.0,0.0,0.9999999621085246,
clean,200,1,comb_prod,64.0,0.0004247940677551889,0.0,1.0,0.3624967352946637,0.0,1.0,0.3624967352946637,0.0,1.0,0.3624967352946637,1.0,1.0,1.0,0.0,0.9999999070821282,
clean,200,1,comb_prod,68.0,0.0004247940677551889,0.0,1.0,0.3625773426977186,0.0,1.0,0.3625773426977186,0.0,1.0,0.3625773426977186,1.0,1.0,1.0,0.0,0.9999999190225636,
clean,200,1,band_inverse,8.0,0.0004247940677551889,0.012345679012345678,1.0,0.17647833163295426,0.012345679012345678,1.0,0.17647833163295426,0.012345679012345678,1.0,0.17647833163295426,0.0,0.0,1.0,0.012345679012345678,0.9979751900274475,
clean,200,1,band_inverse,12.0,0.0004247940677551889,0.012345679012345678,1.0,0.25512781055153533,0.012345679012345678,1.0,0.25512781055153533,0.012345679012345678,1.0,0.25512781055153533,0.0,0.0,1.0,0.012345679012345678,0.9924835255711415,
clean,200,1,band_inverse,16.0,0.0004247940677551889,0.012345679012345678,1.0,0.25084730920355025,0.012345679012345678,1.0,0.25084730920355025,0.012345679012345678,1.0,0.25084730920355025,0.0,0.0,1.0,0.012345679012345678,0.9926999728574577,
clean,200,1,band_inverse,20.0,0.0004247940677551889,0.012345679012345678,1.0,0.27728896461922614,0.012345679012345678,1.0,0.27728896461922614,0.012345679012345678,1.0,0.27728896461922614,0.0,0.0,1.0,0.012345679012345678,0.9987375679627457,
clean,200,1,band_inverse,24.0,0.0004247940677551889,0.012345679012345678,1.0,0.2855094699921481,0.012345679012345678,1.0,0.2855094699921481,0.012345679012345678,1.0,0.2855094699921481,0.0,0.0,1.0,0.012345679012345678,0.9992540515619969,
clean,200,1,band_inverse,28.0,0.0004247940677551889,0.012345679012345678,1.0,0.2967484896090295,0.012345679012345678,1.0,0.2967484896090295,0.012345679012345678,1.0,0.2967484896090295,0.5,0.5,1.0,0.012345679012345678,0.9998784233451339,
clean,200,1,band_inverse,32.0,0.0004247940677551889,0.012345679012345678,1.0,0.3068304992892662,0.012345679012345678,1.0,0.3068304992892662,0.012345679012345678,1.0,0.3068304992892662,0.5,0.5,1.0,0.012345679012345678,0.9997467531290511,
clean,200,1,band_inverse,36.0,0.0004247940677551889,0.012345679012345678,1.0,0.3119012932904306,0.012345679012345678,1.0,0.3119012932904306,0.012345679012345678,1.0,0.3119012932904306,0.5,0.5,1.0,0.012345679012345678,0.9996866826435341,
clean,200,1,band_inverse,40.0,0.0004247940677551889,0.012345679012345678,1.0,0.31566410523162153,0.012345679012345678,1.0,0.31566410523162153,0.012345679012345678,1.0,0.31566410523162153,0.5,0.5,1.0,0.012345679012345678,0.9995772557055901,
clean,200,1,band_inverse,44.0,0.0004247940677551889,0.012345679012345678,1.0,0.31310812459302745,0.012345679012345678,1.0,0.31310812459302745,0.012345679012345678,1.0,0.31310812459302745,0.5,0.5,1.0,0.012345679012345678,0.9996225566477204,
clean,200,1,band_inverse,48.0,0.0004247940677551889,0.012345679012345678,1.0,0.3119316928775982,0.012345679012345678,1.0,0.3119316928775982,0.012345679012345678,1.0,0.3119316928775982,0.5,0.5,1.0,0.012345679012345678,0.9997282097935704,
clean,200,1,band_inverse,52.0,0.0004247940677551889,0.012345679012345678,1.0,0.31004399977572,0.012345679012345678,1.0,0.31004399977572,0.012345679012345678,1.0,0.31004399977572,0.5,0.5,1.0,0.012345679012345678,0.999722219555427,
clean,200,1,band_inverse,64.0,0.0004247940677551889,0.012345679012345678,1.0,0.3109441689758647,0.012345679012345678,1.0,0.3109441689758647,0.012345679012345678,1.0,0.3109441689758647,0.5,0.5,1.0,0.012345679012345678,0.9996730120540872,
clean,200,1,band_inverse,68.0,0.0004247940677551889,0.012345679012345678,1.0,0.3105733010616417,0.012345679012345678,1.0,0.3105733010616417,0.012345679012345678,1.0,0.3105733010616417,0.5,0.5,1.0,0.012345679012345678,0.9996750985750236,
clean,200,1,sharp_comb,80.0,0.0004247940677551889,0.0,1.0,0.3435765881964579,0.0,1.0,0.3435765881964579,0.0,1.0,0.3435765881964579,1.0,1.0,1.0,0.0,0.9999346570525544,
clean,200,1,sharp_comb,84.0,0.0004247940677551889,0.0,1.0,0.34269904648184657,0.0,1.0,0.34269904648184657,0.0,1.0,0.34269904648184657,1.0,1.0,1.0,0.0,0.9999718363532583,
clean,200,1,sharp_comb,120.0,0.0004247940677551889,0.0,1.0,0.3608452770393355,0.0,1.0,0.3608452770393355,0.0,1.0,0.3608452770393355,1.0,1.0,1.0,0.0,0.9999982173106752,
clean,200,1,sharp_comb,124.0,0.0004247940677551889,0.0,1.0,0.36086375514449004,0.0,1.0,0.36086375514449004,0.0,1.0,0.36086375514449004,1.0,1.0,1.0,0.0,0.9999983717447689,
clean,200,1,normalized_half_comb,12.0,0.0004247940677551889,0.012345679012345678,1.0,0.1554723497112231,0.012345679012345678,1.0,0.1554723497112231,0.012345679012345678,1.0,0.1554723497112231,0.5,0.5,0.5,0.024390243902439025,0.8949624029855063,
clean,200,1,normalized_half_comb,16.0,0.0004247940677551889,0.012345679012345678,1.0,0.17103308443375737,0.012345679012345678,1.0,0.17103308443375737,0.012345679012345678,1.0,0.17103308443375737,0.5,0.5,0.5,0.024390243902439025,0.8972130442622456,
clean,200,1,normalized_half_comb,20.0,0.0004247940677551889,0.0,1.0,0.0722664459809988,0.0,1.0,0.0722664459809988,0.0,1.0,0.0722664459809988,1.0,1.0,0.5,0.0,0.8397502494675967,
clean,200,1,normalized_half_comb,24.0,0.0004247940677551889,0.012345679012345678,1.0,0.05383999724680008,0.012345679012345678,1.0,0.05383999724680008,0.012345679012345678,1.0,0.05383999724680008,0.5,0.5,0.5,0.0,0.7771006866655904,
clean,200,1,normalized_half_comb,28.0,0.0004247940677551889,0.0,1.0,0.08177808870064127,0.0,1.0,0.08177808870064127,0.0,1.0,0.08177808870064127,1.0,1.0,0.5,0.0,0.8506937622712019,
clean,200,1,normalized_half_comb,32.0,0.0004247940677551889,0.0,1.0,0.13585882467273408,0.0,1.0,0.13585882467273408,0.0,1.0,0.13585882467273408,1.0,1.0,0.5,0.0,0.9590049720761071,
clean,200,1,normalized_half_comb,36.0,0.0004247940677551889,0.0,1.0,0.1274139351526866,0.0,1.0,0.1274139351526866,0.0,1.0,0.1274139351526866,1.0,1.0,0.5,0.0,0.9447076980632334,
clean,200,1,normalized_half_comb,40.0,0.0004247940677551889,0.0,1.0,0.13473471897188827,0.0,1.0,0.13473471897188827,0.0,1.0,0.13473471897188827,1.0,1.0,0.5,0.0,0.9562185712535237,
clean,200,1,normalized_half_comb,44.0,0.0004247940677551889,0.0,1.0,0.13736038388415453,0.0,1.0,0.13736038388415453,0.0,1.0,0.13736038388415453,1.0,1.0,0.5,0.0,0.9599035289860246,
clean,200,1,fitted_binned,,0.0004247940677551889,0.0,1.0,0.8661694480104074,0.0,1.0,0.8661694480104074,0.0,1.0,0.8661694480104074,1.0,1.0,1.0,0.0,0.999999999999999,mu=0.003 nb=164
clean,200,1,fitted_ridge,20.0,0.0004247940677551889,0.0,1.0,0.2482522009734744,0.0,1.0,0.2482522009734744,0.0,1.0,0.2482522009734744,1.0,1.0,0.5,0.0,0.9953383744665744,mu=0.003
clean,200,1,fitted_ridge,24.0,0.0004247940677551889,0.0,1.0,0.23884598055724057,0.0,1.0,0.23884598055724057,0.0,1.0,0.23884598055724057,1.0,1.0,0.5,0.0,0.9958720158061497,mu=0.003
clean,200,1,fitted_ridge,28.0,0.0004247940677551889,0.0,1.0,0.2768939990236402,0.0,1.0,0.2768939990236402,0.0,1.0,0.2768939990236402,1.0,1.0,0.5,0.0,0.9960105877845001,mu=0.003
clean,200,1,fitted_ridge,32.0,0.0004247940677551889,0.0,1.0,0.3390625789641319,0.0,1.0,0.3390625789641319,0.0,1.0,0.3390625789641319,1.0,1.0,0.5,0.0,0.9960097597355796,mu=0.003
clean,200,1,fitted_ridge,40.0,0.0004247940677551889,0.0,1.0,0.3158384851400534,0.0,1.0,0.3158384851400534,0.0,1.0,0.3158384851400534,1.0,1.0,0.5,0.0,0.9970821617762874,mu=0.003
clean,200,1,fitted_ridge,44.0,0.0004247940677551889,0.0,1.0,0.3041630380985418,0.0,1.0,0.3041630380985418,0.0,1.0,0.3041630380985418,1.0,1.0,0.5,0.0,0.9973514278573512,mu=0.003
clean,200,1,fitted_xval,,0.0004247940677551889,0.0,1.0,0.8661694480104074,0.0,1.0,0.8661694480104074,0.0,1.0,0.8661694480104074,1.0,1.0,1.0,0.0,0.999999999999999,rep0 response verbatim
clean,200,2,classical_invA,,0.0004247940677551889,0.008674101610904586,1.0,0.3636363636363642,0.008674101610904586,1.0,0.3636363636363642,0.008674101610904586,1.0,0.3636363636363642,0.005,1.0,1.0,0.008674101610904586,0.9999999999999998,
clean,200,2,1bqf_cos,1.0,0.0004247940677551889,0.008674101610904586,1.0,0.4958849304736624,0.008674101610904586,1.0,0.4958849304736624,0.008674101610904586,1.0,0.4958849304736624,0.005,1.0,1.0,0.008674101610904586,0.9994404106334712,
clean,200,2,comb_prod,8.0,0.0004247940677551889,0.0,0.99,0.1294896015395311,0.9950247823342271,0.995,0.03645658813258405,0.995,1.0,0.0010674484972333822,0.99,0.99,0.99,0.0,0.9862608614792718,
clean,200,2,comb_prod,12.0,0.0004247940677551889,0.0,0.99,0.1491766284106824,0.01485148514851485,0.995,0.07198919391261202,0.995,1.0,0.026336991903118438,0.99125,0.99125,0.99,0.0,0.9898862306018926,
clean,200,2,comb_prod,16.0,0.0004247940677551889,0.0,0.99,0.25560695145128653,0.995024471350081,0.995,0.038515879762910155,0.9949996874804675,1.0,0.012601210868153495,0.99125,0.99125,0.99,0.0,0.9851223130338359,
clean,200,2,comb_prod,20.0,0.0004247940677551889,0.0,0.99,0.2818062017043467,0.9950244402495281,0.995,0.030552832909306257,0.9949996874804675,1.0,0.00047549326375126124,0.99125,0.99375,0.99,0.0,0.9845864865069438,
clean,200,2,comb_prod,24.0,0.0004247940677551889,0.0,0.99,0.2939380646142536,0.995024471350081,0.995,0.02415339833926916,0.9949996874804675,1.0,0.006844573080091422,0.99,0.9925,0.99,0.0,0.9844823120488805,
clean,200,2,comb_prod,28.0,0.0004247940677551889,0.0,0.99,0.30584219004897223,0.002506265664160401,0.995,0.03934671524855348,0.007444168734491315,1.0,0.013915401506914891,0.9925,1.0,0.99,0.0,0.9850026798290027,
clean,200,2,comb_prod,32.0,0.0004247940677551889,0.0,0.99,0.3373865996770499,0.995024471350081,0.995,0.021302310925536663,0.995,1.0,0.0014938072041031933,0.99,0.9925,0.99,0.0,0.9839922020739942,
clean,200,2,comb_prod,36.0,0.0004247940677551889,0.0,0.99,0.34825721646992425,0.005,0.995,0.018948326154646006,0.995,1.0,0.00033082223587725055,0.99,0.99625,0.99,0.0,0.9838624366024069,
clean,200,2,comb_prod,40.0,0.0004247940677551889,0.0,0.99,0.34960181073118207,0.005,0.995,0.021645563311828205,0.995,1.0,0.00135994720174896,0.99,0.9975,0.99,0.0,0.9839204248762626,
clean,200,2,comb_prod,44.0,0.0004247940677551889,0.0,0.99,0.35391916179741,0.005,0.995,0.018383005933393495,0.008674101610904586,1.0,0.0013183689864775343,0.99,1.0,0.99,0.0,0.983881725988479,
clean,200,2,comb_prod,48.0,0.0004247940677551889,0.0,0.99,0.35808942070897026,0.005,0.995,0.019530688546640085,0.9949996874804675,1.0,0.0025266589996076395,0.99,0.9975,0.99,0.0,0.9837989349659738,
clean,200,2,comb_prod,52.0,0.0004247940677551889,0.0,0.99,0.3608025072185455,0.005,0.995,0.01813667898851675,0.995,1.0,0.002564667867007576,0.99,0.9975,0.99,0.0,0.9837594843004905,
clean,200,2,comb_prod,64.0,0.0004247940677551889,0.0,0.99,0.3617472475449473,0.005,0.995,0.018593289432952163,0.0208078335373317,1.0,0.002690950929599154,0.99,0.9975,0.99,0.0,0.9837611382493673,
clean,200,2,comb_prod,68.0,0.0004247940677551889,0.0,0.99,0.3621811188487372,0.005,0.995,0.0184802231480957,0.0196078431372549,1.0,0.0027868574860567307,0.99,0.9975,0.99,0.0,0.9837561004020935,
clean,200,2,band_inverse,8.0,0.0004247940677551889,0.012468827930174564,0.99,0.1999809830241138,0.01485148514851485,0.995,0.09096871817441009,0.0208078335373317,1.0,0.014652110066593262,0.0,0.0,0.99,0.012468827930174564,0.9888348476233793,
clean,200,2,band_inverse,12.0,0.0004247940677551889,0.012468827930174564,0.99,0.18594036392942204,0.016069221260815822,0.995,0.09764485843197537,0.0208078335373317,1.0,0.006760494353245563,0.0,0.0,0.99,0.012468827930174564,0.9799954440002594,
clean,200,2,band_inverse,16.0,0.0004247940677551889,0.012468827930174564,0.99,0.25057562438127345,0.016069221260815822,0.995,0.05272286935279156,0.018404907975460124,1.0,0.01432981215896455,0.0,0.0,0.99,0.012468827930174564,0.9786442097870027,
clean,200,2,band_inverse,20.0,0.0004247940677551889,0.012468827930174564,0.99,0.24445249465220562,0.01728395061728395,0.995,0.05738403719662192,0.0196078431372549,1.0,0.016252612099366508,0.0,0.0,0.99,0.012468827930174564,0.9785894404412815,
clean,200,2,band_inverse,24.0,0.0004247940677551889,0.012468827930174564,0.99,0.26628684928116775,0.013630731102850062,0.995,0.07613156908763763,0.0196078431372549,1.0,0.029828730326322,0.0,0.0,0.99,0.012468827930174564,0.9858333596893336,
