hit_ineff,sigma_scatt,n_trk,sol_key,event_key,ham_key,max_abs_x,excluded
0.0,0.001,100,sol_772f21d8299d0ded,ev_028e025d359c,hm_8de6b26636d5,0.5669956207275391,False
0.0,0.0001,50,sol_4d24db5db6068ea4,ev_0291839a461f,hm_a00ad2a2c52a,0.6851834058761597,False
0.02,0.0003,100,sol_4c7bee254258b7bb,ev_02921c700ec4,hm_a0f8ed47a107,0.4545454680919647,False
0.0,0.0005,100,sol_1f8e95385c6d7f17,ev_0299936d0630,hm_7a9cff01f511,0.4545454680919647,False
0.1,0.001,50,sol_ebaf2bb6cb9bc1bd,ev_02b8f7561a42,hm_8de6b26636d5,0.4545454680919647,False
0.05,0.0003,1000,sol_c726f5a390f0d805,ev_02bc4f48822e,hm_a0f8ed47a107,0.5991232991218567,False
0.0,0.001,1000,sol_6b824cc782640f01,ev_02caa10dc6ec,hm_8de6b26636d5,2.356661558151245,False
0.0,0.0001,400,sol_eed1da275a024b4e,ev_02d9749d4aea,hm_a00ad2a2c52a,0.4545454680919647,False
0.0,0.0001,50,sol_edc38f2e2a39d332,ev_02de7841d966,hm_a00ad2a2c52a,0.4545454680919647,False
0.1,0.0007,700,sol_2014d119932d1b63,ev_02f175009d40,hm_b46918a75620,1.0503078699111938,False
0.05,0.0007,10,sol_1d7d1f6b78422f21,ev_02f4916f4b90,hm_b46918a75620,0.4545454680919647,False
0.05,0.0001,700,sol_13123cc6ad125bfc,ev_030081a57b82,hm_a00ad2a2c52a,0.4545375108718872,False
0.01,0.0005,200,sol_58cee09d2c3cae7a,ev_0301acefd403,hm_7a9cff01f511,0.7600641250610352,False
0.02,0.0003,100,sol_349dcaf302369e08,ev_0312c4ad2e16,hm_a0f8ed47a107,0.45454466342926025,False
0.05,0.0005,700,sol_d94df3748ea6b5a1,ev_0324013d0782,hm_7a9cff01f511,1.391884207725525,False
0.1,0.001,1000,sol_c90c10456bf75782,ev_03289756e5a7,hm_8de6b26636d5,2.877250909805298,False
0.0,0.0001,1000,sol_e22b2fcbdd04649e,ev_032968119bc4,hm_a00ad2a2c52a,56.48749542236328,True
0.05,0.0007,1000,sol_dc4c617e17f5de10,ev_033a4abe91d5,hm_b46918a75620,1.7088841199874878,False
0.01,0.001,50,sol_dc29843dd7eeb21e,ev_033adf2b837d,hm_8de6b26636d5,0.5669775009155273,False
0.01,0.0003,700,sol_05d9b6d5f3171a2d,ev_034e2c04f8ef,hm_a0f8ed47a107,0.7443310022354126,False
0.1,0.0001,200,sol_8a22fcb37d5dedda,ev_0355e6f1576e,hm_a00ad2a2c52a,0.4545454680919647,False
0.01,0.0005,400,sol_1491ed73b5bef8ca,ev_035b12b6b7dc,hm_7a9cff01f511,0.5994094014167786,False
0.01,0.0005,10,sol_31d8d311f3c9b348,ev_036a01adbc84,hm_7a9cff01f511,0.4545454680919647,False
0.05,0.0005,1000,sol_11851b075db7f08c,ev_036a37943354,hm_7a9cff01f511,1.4999208450317383,False
0.01,0.0005,700,sol_6626cee5a4e9fd4e,ev_037706f997bb,hm_7a9cff01f511,1.435297966003418,False
0.01,0.0005,20,sol_3ac4f545e231d470,ev_03aae67f3c3d,hm_7a9cff01f511,0.4545454680919647,False
0.02,0.0003,10,sol_bca48401d18346cb,ev_03acf8c56a2a,hm_a0f8ed47a107,0.4545454680919647,False
0.02,0.0007,20,sol_33ad7cf27f8f1dfc,ev_03bc08f47865,hm_b46918a75620,0.4545454680919647,False
0.02,0.001,100,sol_578fc64ec4ecc65c,ev_03d798ba3c0c,hm_8de6b26636d5,1.19231116771698,False
0.02,0.0007,200,sol_13f4b352ee9e7f1b,ev_03e8e7e4386f,hm_b46918a75620,0.5669910311698914,False
0.0,0.0003,200,sol_71e0c18707fce64e,ev_03ed635d037c,hm_a0f8ed47a107,1.1586122512817383,False
0.1,0.0007,1000,sol_625a96c1b65f2204,ev_03f238a21c9c,hm_b46918a75620,1.091687560081482,False
0.1,0.0003,200,sol_b8be908f26a694e3,ev_03f982317be9,hm_a0f8ed47a107,0.4545454680919647,False
0.0,0.0001,10,sol_0935cc523e33dbd8,ev_04119931bec7,hm_a00ad2a2c52a,0.4545454680919647,False
0.02,0.0003,10,sol_9734458fe87014a3,ev_0439770bae6b,hm_a0f8ed47a107,0.4545454680919647,False
0.05,0.0003,400,sol_b6bb9301c30a8f81,ev_043e20904544,hm_a0f8ed47a107,0.5669147968292236,False
0.0,0.0001,100,sol_ef3c2e4bfeeb1507,ev_0455632c7ab1,hm_a00ad2a2c52a,0.6000000238418579,False
0.0,0.0001,100,sol_8f7bf1c5f1a86f7e,ev_0466dd3cefb4,hm_a00ad2a2c52a,0.4545454680919647,False
0.01,0.0005,200,sol_34f121b3d6813c48,ev_047163fda890,hm_7a9cff01f511,0.8129155039787292,False
0.01,0.0001,100,sol_a84af3c9af47b6e8,ev_047ecd3b0342,hm_a00ad2a2c52a,0.45454445481300354,False
0.02,0.0001,200,sol_ca1054f4cbc051c1,ev_04847a7bbefe,hm_a00ad2a2c52a,0.45454320311546326,False
0.0,0.0003,50,sol_b426d008b1206914,ev_0494bee78efa,hm_a0f8ed47a107,0.4545454680919647,False
0.0,0.0003,50,sol_40747f1a2d7c8234,ev_049a29fb01ac,hm_a0f8ed47a107,0.5998753905296326,False
0.1,0.0001,100,sol_4b6cf38ad8d8b61e,ev_049bec4e825e,hm_a00ad2a2c52a,0.4545454680919647,False
0.01,0.0007,100,sol_c7743593cc0117fb,ev_04a0a6c75f06,hm_b46918a75620,1.2582207918167114,False
0.1,0.0005,200,sol_a97400208190bf5b,ev_04ba6809fd42,hm_7a9cff01f511,0.5669206380844116,False
0.02,0.0007,10,sol_5378841562d3278d,ev_04ccc2568d25,hm_b46918a75620,0.4545454680919647,False
0.0,0.0001,700,sol_7f9ff320600a4088,ev_04d3e6a92d7f,hm_a00ad2a2c52a,9.366130828857422,False
0.1,0.0007,700,sol_034bb668d65de69a,ev_04de8de6dde9,hm_b46918a75620,1.6639094352722168,False
0.02,0.0003,200,sol_3f570dd1ae8ca020,ev_04e25c5468f0,hm_a0f8ed47a107,0.4545454680919647,False
0.0,0.001,10,sol_72a7dd34b12c2da4,ev_04eeec6169ef,hm_8de6b26636d5,0.4545454680919647,False
0.01,0.0003,100,sol_e82aafd87f15f7a9,ev_04f03b7c369a,hm_a0f8ed47a107,0.45454463362693787,False
0.01,0.0005,200,sol_6ccd9a6f718a6414,ev_04f0a5623858,hm_7a9cff01f511,0.5669810175895691,False
0.0,0.0003,700,sol_2e905a2c08685056,ev_04fda819c89c,hm_a0f8ed47a107,843.7610473632812,True
0.0,0.0003,100,sol_1b9609e6331e4079,ev_04fe51084e5f,hm_a0f8ed47a107,0.4545454680919647,False
0.0,0.0001,200,sol_19cdf46eeaf2d386,ev_050262f38bfd,hm_a00ad2a2c52a,0.6000000238418579,False
0.02,0.0001,400,sol_87ec652c75499c12,ev_0511e89300e1,hm_a00ad2a2c52a,0.45454269647598267,False
0.0,0.001,1000,sol_d8434958a3ffd391,ev_052052713e00,hm_8de6b26636d5,2.0563230514526367,False
0.01,0.0003,1000,sol_d335f078b78675c7,ev_0525347492d6,hm_a0f8ed47a107,1.4338902235031128,False
0.05,0.001,100,sol_fef1ea01f327c278,ev_0539c5987775,hm_8de6b26636d5,0.4545454680919647,False
0.02,0.0005,20,sol_5100374835e5f0a6,ev_053a21f15ad8,hm_7a9cff01f511,0.4545454680919647,False
0.0,0.0003,100,sol_2c8c23f7fa3b74e1,ev_0540c35b073e,hm_a0f8ed47a107,0.4545454680919647,False
0.0,0.0003,10,sol_f348a45663b89f0b,ev_0549b56f2f79,hm_a0f8ed47a107,0.4545454680919647,False
0.0,0.0001,1000,sol_57eb8acc8f6f28c3,ev_055659e0b50b,hm_a00ad2a2c52a,1.3445838689804077,False
0.1,0.0001,400,sol_5672b154abae295e,ev_055c35044f7a,hm_a00ad2a2c52a,0.4545454680919647,False
0.0,0.0001,400,sol_ad630dfaad5c3885,ev_05729f3b17be,hm_a00ad2a2c52a,0.5669738054275513,False
0.1,0.001,20,sol_0b58bb5d6423b9fe,ev_05834ae62c91,hm_8de6b26636d5,0.4545454680919647,False
0.0,0.0003,50,sol_59ce4e83ac52e6ce,ev_0583bf9687d9,hm_a0f8ed47a107,0.4545454680919647,False
0.0,0.001,50,sol_fd768c27de253996,ev_0593533a4e73,hm_8de6b26636d5,0.5669844746589661,False
0.05,0.0007,1000,sol_541623eb1dc7c365,ev_05a27abb4601,hm_b46918a75620,1.2210745811462402,False
0.0,0.0007,10,sol_821ea2e6c35559f3,ev_05bc0b63f8d2,hm_b46918a75620,0.4545454680919647,False
0.1,0.0007,1000,sol_05af3d696daad7dd,ev_05c437b1d598,hm_b46918a75620,1.6250615119934082,False
0.01,0.0003,50,sol_ebdc5699b2fc401d,ev_05d19ae0c12d,hm_a0f8ed47a107,0.4545454680919647,False
0.0,0.0003,20,sol_539ee0ded278c314,ev_05d96be79c14,hm_a0f8ed47a107,0.5670102834701538,False
0.0,0.0001,100,sol_ff925684a7e32e6c,ev_05ee52b5e76f,hm_a00ad2a2c52a,0.5998535752296448,False
0.0,0.0001,400,sol_8538b838d8644c3b,ev_05f689af6b09,hm_a00ad2a2c52a,0.730216383934021,False
0.05,0.0005,400,sol_a7059add819945dc,ev_05f74a0278be,hm_7a9cff01f511,0.642271101474762,False
0.02,0.0001,700,sol_76216c605793bbfb,ev_05f9f00e230f,hm_a00ad2a2c52a,0.5668981075286865,False
0.0,0.0003,100,sol_696ca17a24eac465,ev_061321dbe3aa,hm_a0f8ed47a107,0.4545454680919647,False
0.0,0.001,10,sol_ad30cc05e3af1a78,ev_061ab964f9c6,hm_8de6b26636d5,0.4545454680919647,False
0.01,0.0001,10,sol_12334bf50461d278,ev_061faeda6f73,hm_a00ad2a2c52a,0.4545454680919647,False
0.01,0.001,400,sol_dd64cc7929be12e0,ev_062f4de9093c,hm_8de6b26636d5,1.4384551048278809,False
0.1,0.0007,50,sol_8486dcf28e240a9f,ev_06312d98c8a6,hm_b46918a75620,0.4545454680919647,False
0.05,0.0005,20,sol_a8a6cc79231c5df3,ev_06321e433141,hm_7a9cff01f511,0.4545454680919647,False
0.0,0.0001,700,sol_88de992c0904123e,ev_066122bebf79,hm_a00ad2a2c52a,0.5996274352073669,False
0.0,0.0003,50,sol_07df4affa1acae27,ev_0663d9cd12fd,hm_a0f8ed47a107,0.4545454680919647,False
0.05,0.0007,10,sol_559081beaea52ced,ev_066958968387,hm_b46918a75620,0.4545454680919647,False
0.05,0.001,20,sol_4bf8fa0a19bfa2fd,ev_06765f11d69c,hm_8de6b26636d5,0.4545454680919647,False
0.0,0.0001,10,sol_5b822be12b880c2d,ev_06787380e81c,hm_a00ad2a2c52a,0.4545454680919647,False
0.0,0.0001,10,sol_a9e3597fe7523564,ev_068105e46f52,hm_a00ad2a2c52a,0.4545454680919647,False
0.0,0.0003,200,sol_8e19c1582c229533,ev_0681d16beb8f,hm_a0f8ed47a107,6.411739349365234,False
0.0,0.0001,10,sol_c1d4fca8e3ec43dc,ev_06945b9afd21,hm_a00ad2a2c52a,0.4545454680919647,False
0.01,0.001,10,sol_6c44304b0abc2ee3,ev_06a2d8acd422,hm_8de6b26636d5,0.4545454680919647,False
0.0,0.0007,1000,sol_93501000f5672102,ev_06af2f6cf61f,hm_b46918a75620,1.1911494731903076,False
0.0,0.0001,1000,sol_f8db198257590875,ev_06b9c78b082e,hm_a00ad2a2c52a,0.5641240477561951,False
0.0,0.001,700,sol_842df99157a2d38d,ev_06d4d7add469,hm_8de6b26636d5,1.4995253086090088,False
0.05,0.0007,10,sol_2ec349fb1089b696,ev_06d7461cd1c5,hm_b46918a75620,0.4545454680919647,False
0.02,0.0005,200,sol_de485ca49e040c6a,ev_06d841f9ee8c,hm_7a9cff01f511,0.5669741630554199,False
0.01,0.0005,700,sol_83a9da32b7a369c7,ev_070b67f02287,hm_7a9cff01f511,1.2783042192459106,False
0.0,0.0003,50,sol_b8785098761c8bb9,ev_070df8258afe,hm_a0f8ed47a107,0.7349004745483398,False
0.0,0.0001,1000,sol_3081d8c0830b7b31,ev_0730eb9c8428,hm_a00ad2a2c52a,93.36978912353516,True
0.1,0.0007,10,sol_4e8cc3fc386ada2d,ev_0748974e713e,hm_b46918a75620,0.4545454680919647,False
0.05,0.001,700,sol_11471feee7f43afd,ev_075b60cd31db,hm_8de6b26636d5,1.8301329612731934,False
0.1,0.0003,400,sol_c59658fbdd3591b7,ev_075b8304fef6,hm_a0f8ed47a107,0.5997893214225769,False
0.01,0.0007,50,sol_a5da751d95d1e240,ev_0787e191f82e,hm_b46918a75620,0.4545454680919647,False
0.05,0.0003,20,sol_fe71bc19dbf09427,ev_07912c4c3ce7,hm_a0f8ed47a107,0.4545454680919647,False
0.02,0.001,200,sol_425c244315741b8f,ev_0797e91f8dd8,hm_8de6b26636d5,0.9596980810165405,False
0.01,0.0003,700,sol_86dab2559f8ede2c,ev_07ae27491744,hm_a0f8ed47a107,1.1923424005508423,False
0.0,0.0005,10,sol_307e9676ee90bead,ev_07b1f5e33077,hm_7a9cff01f511,0.4545454680919647,False
0.0,0.0001,10,sol_42ca88988fc04209,ev_07b857068afd,hm_a00ad2a2c52a,0.4545454680919647,False
0.02,0.0005,100,sol_34a93e00141227c4,ev_07dd38f96f4a,hm_7a9cff01f511,0.5999342203140259,False
0.1,0.0007,700,sol_375909da91eb9291,ev_07e4dee28efc,hm_b46918a75620,1.2808985710144043,False
0.0,0.0007,700,sol_a350a239285cc53f,ev_07fafeb482b1,hm_b46918a75620,1.435192346572876,False
0.0,0.0005,700,sol_31bc98df39f10e40,ev_0801a3e1aefb,hm_7a9cff01f511,0.760863721370697,False
0.0,0.0001,200,sol_362dcbbaf74f79ee,ev_080892fe92b2,hm_a00ad2a2c52a,0.4545454680919647,False
0.0,0.0003,700,sol_83b678406883e97f,ev_080aeb06ee6d,hm_a0f8ed47a107,0.5998616814613342,False
0.02,0.0007,400,sol_fc6e5a62cb35a750,ev_081296f8a0f6,hm_b46918a75620,0.8648910522460938,False
0.01,0.001,100,sol_49c9c737a654e8f2,ev_08231bea3c18,hm_8de6b26636d5,0.5669518113136292,False
0.1,0.0003,1000,sol_b5ee05cf91d9eedd,ev_0835f48e5d3f,hm_a0f8ed47a107,0.672347366809845,False
0.02,0.0005,20,sol_685c8ca91f6ffe4d,ev_08556550c069,hm_7a9cff01f511,0.4545454680919647,False
0.0,0.0001,50,sol_6521f4107f350af5,ev_0856a995e755,hm_a00ad2a2c52a,0.566975474357605,False
0.05,0.001,10,sol_68455277c15ca198,ev_08613dc75a56,hm_8de6b26636d5,0.4545454680919647,False
0.1,0.0003,50,sol_8ef42c02fb1b0f04,ev_0861851f1388,hm_a0f8ed47a107,0.4545454680919647,False
0.01,0.0007,400,sol_4b916a73122054d3,ev_086c48833ea8,hm_b46918a75620,1.1922961473464966,False
0.0,0.0001,10,sol_af3530f17d8d5987,ev_086ece432ea7,hm_a00ad2a2c52a,0.4545454680919647,False
0.01,0.0001,400,sol_1f29fc818d3288d1,ev_086f1f50272c,hm_a00ad2a2c52a,0.6481188535690308,False
0.1,0.0007,100,sol_d383942b1654d0b9,ev_087e7ac21415,hm_b46918a75620,0.595759391784668,False
0.0,0.0001,1000,sol_f5b49a79d6ce16e5,ev_0885f3b6c96b,hm_a00ad2a2c52a,0.5996344685554504,False
0.0,0.0003,700,sol_79ad7e918304e9ba,ev_0886f8abc417,hm_a0f8ed47a107,1.3917593955993652,False
0.01,0.0005,1000,sol_914672b5a271fdc9,ev_088987cf4738,hm_7a9cff01f511,1.515931248664856,False
0.0,0.0003,10,sol_7b4f1565ed6ddfee,ev_08bfbba62628,hm_a0f8ed47a107,0.4545454680919647,False
0.01,0.0007,50,sol_65811d389fbed443,ev_08ccfd8557d9,hm_b46918a75620,0.4545454680919647,False
0.01,0.0005,100,sol_b5ccc502d76bc5f5,ev_08d16c39786d,hm_7a9cff01f511,0.4545446038246155,False
0.02,0.001,700,sol_017db0d3635ad8f6,ev_08d21b9c0843,hm_8de6b26636d5,2.1085052490234375,False
0.0,0.0001,1000,sol_4e5eef9615bb2ebc,ev_08df0ece1b00,hm_a00ad2a2c52a,0.5641889572143555,False
0.05,0.0001,700,sol_03c2c5ab89debcd0,ev_08e65fbb0960,hm_a00ad2a2c52a,0.4545386731624603,False
0.01,0.0005,100,sol_30daeb1d3757dfdf,ev_08ecbec8798d,hm_7a9cff01f511,0.4545454680919647,False
0.01,0.0007,10,sol_10f7adf8ae2793aa,ev_08f88fb6de5c,hm_b46918a75620,0.4545454680919647,False
0.01,0.0007,20,sol_3f89d8641fa3f929,ev_08fdf1898131,hm_b46918a75620,0.4545454680919647,False
0.01,0.0007,100,sol_ef70e935d295b807,ev_09082266e9a9,hm_b46918a75620,0.5999026298522949,False
0.0,0.0005,10,sol_432c353eee660a9f,ev_09110ab4b5d0,hm_7a9cff01f511,0.4545454680919647,False
0.02,0.0007,20,sol_3aee2345cb6f0743,ev_0916577b0196,hm_b46918a75620,0.4545454680919647,False
0.01,0.001,200,sol_8af20cd0fbe50530,ev_091b8806cfb5,hm_8de6b26636d5,0.8739821910858154,False
0.02,0.0005,200,sol_d8ff3f70f13b8051,ev_091bdc72ad41,hm_7a9cff01f511,0.5998400449752808,False
0.0,0.0003,20,sol_7b54104c2f84ba5f,ev_091c31db1262,hm_a0f8ed47a107,0.4545454680919647,False
0.02,0.0005,50,sol_241ccff2d7bd12df,ev_091de88fff76,hm_7a9cff01f511,0.4545454680919647,False
0.0,0.001,20,sol_9e124acea38215ff,ev_091e0e1edb64,hm_8de6b26636d5,0.4545454680919647,False
0.01,0.001,400,sol_e6e6f61ca8c0ce15,ev_0927f886a5be,hm_8de6b26636d5,1.120989203453064,False
0.1,0.001,700,sol_f7e16a94acd19ae2,ev_0936036e6a81,hm_8de6b26636d5,1.3420556783676147,False
0.1,0.001,700,sol_ea239d6f80620740,ev_09382dfef03b,hm_8de6b26636d5,0.8753320574760437,False
0.1,0.0003,20,sol_d42c96b519ef65e3,ev_094218e529e6,hm_a0f8ed47a107,0.4545454680919647,False
0.0,0.0007,200,sol_2404e7640f900b3e,ev_094573777adf,hm_b46918a75620,0.599506139755249,False
0.02,0.0001,100,sol_7c936172cd2bb63e,ev_094a35e28eda,hm_a00ad2a2c52a,0.4545454680919647,False
0.1,0.0003,400,sol_fd3e048438e14d16,ev_095fbe4f3257,hm_a0f8ed47a107,0.5669155120849609,False
0.0,0.0005,50,sol_384bac337ebebda2,ev_09622ccf23a4,hm_7a9cff01f511,0.4545454680919647,False
0.05,0.0003,50,sol_e11f2b8df3e64afd,ev_0967a4dfa07e,hm_a0f8ed47a107,0.4545454680919647,False
0.1,0.001,20,sol_b87c4042ebfa97d6,ev_097737d0765d,hm_8de6b26636d5,0.4545454680919647,False
0.1,0.0005,700,sol_c13a544be096ecaa,ev_09814861d64b,hm_7a9cff01f511,0.6663095951080322,False
0.1,0.0001,700,sol_fd8ea7d7a8885f42,ev_098ea270867d,hm_a00ad2a2c52a,0.4545454680919647,False
0.1,0.0005,100,sol_04163c38e414ba67,ev_09a55df99b86,hm_7a9cff01f511,0.5669555068016052,False
0.1,0.001,10,sol_7d0c40ff8817bdf2,ev_09a9b135a5fc,hm_8de6b26636d5,0.4545454680919647,False
0.0,0.0005,10,sol_55c3dcdd10f2df99,ev_09ac28a5601c,hm_7a9cff01f511,0.4545454680919647,False
0.1,0.0003,100,sol_7a3b1e30c98d5bb2,ev_09c78bbd28ac,hm_a0f8ed47a107,0.4545454680919647,False
0.0,0.001,1000,sol_6a4736a4767bbc6f,ev_09c9e70484b1,hm_8de6b26636d5,10.647566795349121,False
0.0,0.0003,50,sol_48bbfea19dd95102,ev_09e976e9c047,hm_a0f8ed47a107,0.4545454680919647,False
0.0,0.0001,700,sol_70d0c17fedc960a6,ev_09f1483b373b,hm_a00ad2a2c52a,1.8086274862289429,False
0.0,0.0003,20,sol_acdd21fd08271286,ev_09fb5fda88ba,hm_a0f8ed47a107,0.6983240246772766,False
0.05,0.0001,200,sol_02980f8e22528887,ev_0a08f7ff6a34,hm_a00ad2a2c52a,0.4545454680919647,False
0.05,0.0003,700,sol_bad42c124afe6f68,ev_0a1bc0b47075,hm_a0f8ed47a107,0.8045300841331482,False
0.1,0.0007,20,sol_0f7e8bb7a98a194a,ev_0a1f1d894dc4,hm_b46918a75620,0.4545454680919647,False
0.0,0.0005,400,sol_c111c11326ac2b3c,ev_0a3309654347,hm_7a9cff01f511,0.760825514793396,False
0.0,0.0003,10,sol_785a48a8d7907a6e,ev_0a3dd225be0d,hm_a0f8ed47a107,0.4545454680919647,False
0.02,0.0007,200,sol_4a9ffda2a0d55b57,ev_0a430cd29dd4,hm_b46918a75620,0.5998338460922241,False
0.05,0.0003,20,sol_435e41a6456ee9e8,ev_0a5d47ee639c,hm_a0f8ed47a107,0.4545454680919647,False
0.01,0.0003,10,sol_85be6a60b9e0fe9b,ev_0a5fecf7ad4f,hm_a0f8ed47a107,0.4545454680919647,False
0.1,0.0007,200,sol_f277e92617eed44a,ev_0a66d0498771,hm_b46918a75620,0.5669272541999817,False
0.02,0.0005,20,sol_bc1453376cfd039f,ev_0a6b1516e214,hm_7a9cff01f511,0.4545454680919647,False
0.0,0.0001,50,sol_12a38015a2bbd59f,ev_0a94b4da5c7f,hm_a00ad2a2c52a,1.2582086324691772,False
0.05,0.0001,400,sol_c805cde949977f8d,ev_0a971e1dd503,hm_a00ad2a2c52a,0.5669198036193848,False
